name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Body mass index procedure (diap),USES,Calcium (bacs),PART_OF,Cytosol (celc),6.53e-09,64.78,6,23,0,7.57,3.0
Body mass index procedure (diap),USES,Calcium (bacs),PREDISPOSES,Atherosclerosis (dsyn),5.66e-07,70.22,6,12,0,9.0,6.0
Body mass index procedure (diap),USES,Calcium (bacs),PART_OF,Extracellular (celc),6.53e-09,64.72,6,19,0,7.89,3.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,African American (popg),2.65e-06,34.62,5,18,0,6.39,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PREDISPOSES,Cardiovascular Diseases (dsyn),2.35e-06,37.06,5,77,0,5.32,11.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",ISA,Kidney Diseases (dsyn),2.35e-06,35.13,5,33,0,5.76,5.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PREDISPOSES,End stage renal failure (dsyn),2.35e-06,36.14,5,18,0,6.39,11.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Survivors (humn),2.35e-06,39.39,5,15,0,6.67,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,"Recipient, Transplant (podg)",2.35e-06,37.12,5,41,0,5.61,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Participant (humn),2.35e-06,35.66,5,30,0,5.83,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Veterans (popg),2.35e-06,39.68,5,27,0,5.93,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Renal function (ortf),6.3e-06,34.41,5,16,0,6.56,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,General Population (humn),2.35e-06,37.1,5,22,0,6.14,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Hospitalized Patients (humn),2.37e-06,35.35,5,18,0,6.39,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Population Group (humn),2.35e-06,39.22,5,19,0,6.32,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",AFFECTS,Anemia (dsyn),2.45e-06,38.2,5,12,0,7.08,7.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",CAUSES,Vascular calcification (patf),2.53e-06,43.91,5,9,0,7.78,11.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Participant (humn),2.35e-06,34.79,5,97,0,5.26,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,General Population (humn),2.35e-06,35.8,5,68,0,5.37,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PREDISPOSES,Cardiovascular morbidity (dsyn),2.35e-06,48.81,5,27,0,5.93,11.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,High Risk Populations (popg),3.24e-06,38.95,5,10,0,7.5,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",COEXISTS_WITH,Heart failure (dsyn),2.35e-06,42.7,5,20,0,6.25,9.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",COEXISTS_WITH,Cardiovascular Diseases (dsyn),2.35e-06,39.79,5,19,0,6.32,9.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,cohort (humn),2.35e-06,36.04,5,93,0,5.27,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",ISA,Chronic Disease (dsyn),2.38e-06,35.94,5,16,0,6.56,5.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,Outpatients (podg),2.83e-06,34.73,5,17,0,6.47,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PREDISPOSES,Heart failure (dsyn),3.01e-06,39.27,5,10,0,7.5,11.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",PROCESS_OF,cohort (humn),2.35e-06,34.83,5,22,0,6.14,1.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",CAUSES,Cessation of life (orgf),2.35e-06,36.65,5,24,0,6.04,11.0
Glomerular Filtration Rate (ortf),CAUSES,"Kidney Failure, Chronic (dsyn)",COEXISTS_WITH,End stage renal failure (dsyn),5.03e-06,37.87,5,10,0,7.5,9.0
Lymphocyte (cell),PART_OF,Spleen (bpoc),LOCATION_OF,Nonpenetrating Wounds (inpo),1.52e-11,2.95,1,47,0,1.02,2.0
Lymphocyte (cell),PART_OF,Spleen (bpoc),LOCATION_OF,Infiltration (patf),1.99e-08,2.32,1,28,0,1.04,2.0
Lymphocyte (cell),PART_OF,Spleen (bpoc),PART_OF,Fishes (fish),3.75e-07,2.62,1,21,0,1.05,3.0
Intervention regimes (hlca),PREVENTS,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),2.59e-10,29.03,12,33,0,16.36,1.0
Intervention regimes (hlca),PREVENTS,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,29.57,12,16,0,21.0,9.0
Intervention regimes (hlca),PREVENTS,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),1.88e-14,29.38,12,71,0,14.03,5.0
Intervention regimes (hlca),PREVENTS,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.88e-14,43.22,12,35,0,16.11,21.0
Intervention regimes (hlca),PREVENTS,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.88e-14,29.3,12,110,0,13.31,21.0
Intervention regimes (hlca),PREVENTS,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.35e-09,28.64,12,37,0,15.89,1.0
Gamma-glutamyl transferase (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),5.92e-09,23.21,8,33,0,9.94,1.0
Gamma-glutamyl transferase (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.44e-06,23.76,8,16,0,12.0,8.0
Gamma-glutamyl transferase (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),5.67e-09,23.56,8,71,0,8.9,5.0
Gamma-glutamyl transferase (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),5.67e-09,37.4,8,35,0,9.83,8.0
Gamma-glutamyl transferase (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),5.67e-09,23.49,8,110,0,8.58,8.0
Gamma-glutamyl transferase (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),7.02e-09,22.82,8,37,0,9.73,1.0
Metabolic syndrome (dsyn),PROCESS_OF,Hispanics (humn),ISA,Ethnic group (popg),1.38e-12,24.51,11,226,0,11.54,1.0
Assessment procedure (hlca),METHOD_OF,Bariatric Surgery (topp),TREATS,"Obesity, Morbid (dsyn)",1.05e-14,42.31,11,94,0,12.29,4.0
Assessment procedure (hlca),METHOD_OF,Bariatric Surgery (topp),TREATS,Body Weight decreased (fndg),1.07e-14,42.23,11,47,0,13.57,4.0
Systolic blood pressure (ortf),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,29.22,21,18,0,33.43,1.0
Cigarette Smoking (dora),ISA,Life Style (socb),ISA,Behavior (inbe),1.37e-06,10.25,8,160,0,8.4,5.0
Adiponectin (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,27.24,102,15,1,17.21,8.0
Adiponectin (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,32.41,103,9,0,9.79,8.0
Adiponectin (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,24.79,103,31,0,40.33,8.0
"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,Diabetic (fndg),PROCESS_OF,Hospitalized Patients (humn),3.19e-09,15.61,13,25,0,19.76,1.0
"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,Diabetic (fndg),PROCESS_OF,Participant (humn),4.47e-08,14.15,13,50,0,16.38,1.0
"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,Diabetic (fndg),PROCESS_OF,cohort (humn),3.29e-12,16.13,13,65,0,15.6,1.0
"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,Diabetic (fndg),PROCESS_OF,Population Group (humn),1.11e-06,18.74,13,11,0,20.31,1.0
"Subcutaneous Fat, Abdominal (tisu)",LOCATION_OF,Biopsy (diap),DIAGNOSES,melanoma (neop),9.7e-18,24.15,17,45,0,23.42,2.0
"Subcutaneous Fat, Abdominal (tisu)",LOCATION_OF,Biopsy (diap),ISA,Diagnosis (hlca),4.06e-10,21.95,17,161,0,18.8,2.0
"Subcutaneous Fat, Abdominal (tisu)",LOCATION_OF,Biopsy (diap),ISA,Procedures (hlca),4.84e-07,22.07,17,81,0,20.57,2.0
Sarcopenia (fndg),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,38.51,29,18,0,29.17,1.0
High Density Lipoprotein Cholesterol (bacs),PREDISPOSES,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),2.73e-10,36.36,9,33,0,11.45,1.0
High Density Lipoprotein Cholesterol (bacs),PREDISPOSES,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,36.9,9,16,0,14.06,9.0
High Density Lipoprotein Cholesterol (bacs),PREDISPOSES,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),1.42e-11,36.7,9,71,0,10.14,5.0
High Density Lipoprotein Cholesterol (bacs),PREDISPOSES,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.42e-11,50.55,9,35,0,11.31,21.0
High Density Lipoprotein Cholesterol (bacs),PREDISPOSES,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.42e-11,36.63,9,110,0,9.74,21.0
High Density Lipoprotein Cholesterol (bacs),PREDISPOSES,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.37e-09,35.97,9,37,0,11.19,1.0
Uric Acid (bacs),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),2.6e-10,16.61,13,33,0,18.12,1.0
Uric Acid (bacs),ASSOCIATED_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,17.16,13,16,0,23.56,8.0
Uric Acid (bacs),ASSOCIATED_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),9.81e-13,16.96,13,71,0,15.38,5.0
Uric Acid (bacs),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),9.81e-13,30.8,13,35,0,17.83,8.0
Uric Acid (bacs),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),9.81e-13,16.89,13,110,0,14.54,8.0
Uric Acid (bacs),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.36e-09,16.23,13,37,0,17.57,1.0
Performance (inbe),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),9.97e-10,7.53,43,20,0,29.3,1.0
Performance (inbe),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,4.72,43,65,0,71.45,1.0
Performance (inbe),PROCESS_OF,cohort (humn),USES,Treats (clas),3.75e-07,7.04,43,16,0,21.95,1.0
Performance (inbe),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.09e-06,7.3,43,13,0,16.93,1.0
Performance (inbe),PROCESS_OF,cohort (humn),USES,Classification (clas),1.22e-08,8.28,43,16,0,21.95,1.0
Performance (inbe),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,13.68,43,8,0,9.49,1.0
Performance (inbe),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.77e-10,7.16,43,23,0,35.3,1.0
Performance (inbe),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),1.53e-11,8.06,43,22,0,33.26,1.0
Performance (inbe),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,7.99,43,13,0,16.93,1.0
Performance (inbe),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.54e-09,9.98,43,15,0,20.23,1.0
Osteoporosis (dsyn),COEXISTS_WITH,Fracture (inpo),PROCESS_OF,Geriatric Patients (humn),1.59e-06,9.16,11,15,0,19.07,1.0
Magnetic Resonance Imaging (diap),METHOD_OF,Magnetic Resonance Spectroscopy (diap),USES,Mandibular right second molar prosthesis (medd),2.8e-07,13.37,9,3,0,4.0,6.0
Magnetic Resonance Imaging (diap),METHOD_OF,Magnetic Resonance Spectroscopy (diap),USES,Protons (elii),1.2e-08,13.43,9,35,0,11.31,6.0
pioglitazone (orch),TREATS,Diabetic (fndg),PROCESS_OF,Hospitalized Patients (humn),3.19e-09,15.35,22,25,0,41.36,1.0
pioglitazone (orch),TREATS,Diabetic (fndg),PROCESS_OF,Participant (humn),4.47e-08,13.89,22,50,0,31.68,1.0
pioglitazone (orch),TREATS,Diabetic (fndg),PROCESS_OF,cohort (humn),1.91e-20,15.88,22,65,0,29.45,1.0
pioglitazone (orch),TREATS,Diabetic (fndg),PROCESS_OF,Population Group (humn),1.11e-06,18.49,22,11,0,16.5,1.0
Menarche (orgf),AFFECTS,Age (orga),ASSOCIATED_WITH,Acute myocardial infarction (dsyn),2.72e-07,24.31,7,13,0,10.77,7.0
Menarche (orgf),AFFECTS,Age (orga),ASSOCIATED_WITH,Pneumonia (dsyn),7.88e-07,23.11,7,11,0,11.45,7.0
Menarche (orgf),AFFECTS,Age (orga),ASSOCIATED_WITH,Heart failure (dsyn),2.66e-07,24.69,7,20,0,9.45,7.0
Menarche (orgf),AFFECTS,Age (orga),ASSOCIATED_WITH,Cerebrovascular accident (dsyn),2.66e-07,20.9,7,31,0,8.58,7.0
Menarche (orgf),AFFECTS,Age (orga),ASSOCIATED_WITH,Myocardial Infarction (dsyn),4.42e-07,20.8,7,15,0,10.27,7.0
Fatty Liver (dsyn),ISA,Liver diseases (dsyn),AFFECTS,American (popg),1.76e-07,11.68,9,39,0,11.08,5.0
Fatty Liver (dsyn),ISA,Liver diseases (dsyn),PROCESS_OF,cohort (humn),1.76e-07,14.75,9,23,0,12.52,1.0
Fatty Liver (dsyn),ISA,Liver diseases (dsyn),CAUSES,Cessation of life (orgf),1.76e-07,16.32,9,67,0,10.21,5.0
Fatty Liver (dsyn),ISA,Liver diseases (dsyn),PROCESS_OF,Pregnant Women (popg),1.99e-07,15.17,9,14,0,14.79,1.0
Fatty Liver (dsyn),ISA,Liver diseases (dsyn),PROCESS_OF,Hepatitis C virus (virs),3.68e-06,12.31,9,16,0,14.06,1.0
Pathological Dilatation (patf),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),9.46e-07,18.04,7,18,0,9.72,1.0
Overweight (sosy),CAUSES,Chronic Disease (dsyn),CAUSES,Cessation of life (orgf),3.56e-07,59.53,5,66,0,5.38,11.0
Overweight (sosy),CAUSES,Chronic Disease (dsyn),PROCESS_OF,cohort (humn),6.36e-07,57.64,5,16,0,6.56,1.0
Overweight (sosy),CAUSES,Chronic Disease (dsyn),CAUSES,Disability NOS (patf),5.21e-06,56.45,5,18,0,6.39,11.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,cohort (humn),8.37e-07,16.94,7,20,0,9.45,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),CAUSES,Disability NOS (patf),8.19e-07,20.09,7,36,0,8.36,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),ISA,Respiration Disorders (dsyn),8.19e-07,16.73,7,59,0,7.83,5.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,Respiratory physiology (ortf),8.4e-07,16.38,7,23,0,9.13,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),CAUSES,Acute respiratory failure (dsyn),1.17e-06,19.39,7,12,0,11.08,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,cohort (humn),8.19e-07,17.1,7,72,0,7.68,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),ISA,Lung diseases (dsyn),8.19e-07,16.56,7,73,0,7.67,5.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,Hospitalized Patients (humn),8.19e-07,17.89,7,50,0,7.98,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),CAUSES,Hospital admission (hlca),8.22e-07,19.68,7,15,0,10.27,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),CAUSES,Cessation of life (orgf),8.19e-07,19.61,7,184,0,7.27,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,Outpatients (podg),8.38e-07,15.15,7,43,0,8.14,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,General Population (humn),8.19e-07,17.12,7,27,0,8.81,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),CAUSES,Diagnosis (hlca),9.89e-07,21.16,7,11,0,11.45,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),CAUSES,Hospitalization (hlca),8.19e-07,19.3,7,31,0,8.58,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PROCESS_OF,Participant (humn),8.19e-07,16.46,7,70,0,7.7,1.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),COEXISTS_WITH,Smoker (fndg),1.06e-06,15.63,7,27,0,8.81,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),ISA,Chronic Disease (dsyn),8.19e-07,17.61,7,46,0,8.07,5.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PREDISPOSES,Malignant neoplasm of lung (neop),9.07e-07,17.32,7,17,0,9.88,8.0
Sex Characteristics (orga),ASSOCIATED_WITH,Chronic Obstructive Airway Disease (dsyn),PREDISPOSES,Pneumonia (dsyn),1.26e-06,19.23,7,12,0,11.08,8.0
Myocardial Infarction (dsyn),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,13.02,27,18,0,30.0,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Critically ill children (podg),3.7e-06,22.13,8,8,0,16.0,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",2.31e-07,17.98,8,15,0,12.27,8.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Hospitalized Patients (humn),2.28e-07,16.68,8,18,0,11.56,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Hospitalized Patients (humn),2.27e-07,15.59,8,61,0,9.05,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Surgical Patients (podg),2.27e-07,15.63,8,24,0,10.67,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Cancer Patient (podg),2.36e-07,14.08,8,30,0,10.13,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,inpatient (humn),2.27e-07,15.52,8,28,0,10.29,1.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),CAUSES,Cessation of life (orgf),2.27e-07,17.44,8,28,0,10.29,8.0
Nutritional status (orga),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,cohort (humn),2.28e-07,18.7,8,16,0,12.0,1.0
Carcinoma (neop),PART_OF,Bladder (bpoc),LOCATION_OF,Contraction (patf),2.65e-08,0.1,8,1,0,1.12,2.0
Carcinoma (neop),PART_OF,Bladder (bpoc),LOCATION_OF,Cancer Diagnosis (diap),2.65e-08,2.73,8,33,0,9.94,2.0
Carcinoma (neop),PART_OF,Bladder (bpoc),LOCATION_OF,Neck (blor),2.65e-08,0.24,8,34,0,9.88,2.0
Carcinoma (neop),PART_OF,Bladder (bpoc),LOCATION_OF,Toxic effect (inpo),1.5e-07,2.19,8,28,0,10.29,2.0
Gastrectomy (topp),METHOD_OF,Bariatric Surgery (topp),TREATS,"Obesity, Morbid (dsyn)",2.04e-10,38.29,8,94,0,8.68,4.0
Gastrectomy (topp),METHOD_OF,Bariatric Surgery (topp),TREATS,Body Weight decreased (fndg),2.04e-10,38.22,8,47,0,9.36,4.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Glomerular Filtration Rate (ortf),2.62e-06,23.99,8,9,0,15.11,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,General Population (humn),3.28e-08,23.05,8,194,0,8.33,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Middle Aged (aggp),3.32e-08,21.77,8,17,0,11.76,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Hospitalization (hlca),3.28e-08,23.04,8,29,0,10.21,11.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Western society (popg),3.3e-08,25.22,8,14,0,12.57,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),ISA,Heart failure (dsyn),1.1e-06,21.03,8,12,0,13.33,5.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Disability NOS (patf),3.28e-08,19.85,8,48,0,9.33,11.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,cohort (humn),3.28e-08,23.24,8,29,0,10.21,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),3.28e-08,20.29,8,98,0,8.65,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),3.52e-08,18.95,8,24,0,10.67,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Long-Term Survivors (podg),2.09e-07,25.36,8,10,0,14.4,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),AFFECTS,Pathogenesis (patf),4.5e-08,17.72,8,37,0,9.73,7.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Diabetes Mellitus (dsyn),3.96e-08,19.53,8,20,0,11.2,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,cohort (humn),3.28e-08,21.18,8,94,0,8.68,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Coronary heart disease (dsyn),2.38e-06,26.97,8,8,0,16.0,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Population Group (humn),3.28e-08,23.84,8,19,0,11.37,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Survivors (humn),3.28e-08,21.0,8,21,0,11.05,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Death (finding) (fndg),3.56e-08,26.18,8,12,0,13.33,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),3.55e-08,33.89,8,10,0,14.4,21.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Cancer Survivor (podg),1.15e-07,26.48,8,10,0,14.4,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PREDISPOSES,Atherosclerosis (dsyn),3.28e-08,20.8,8,21,0,11.05,21.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Chronic Obstructive Airway Disease (dsyn),3.28e-08,22.41,8,21,0,11.05,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),3.28e-08,20.53,8,32,0,10.0,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,modern society (popg),6.81e-08,27.89,8,10,0,14.4,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,End stage renal failure (dsyn),3.28e-08,26.86,8,39,0,9.64,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,follow-up (hlca),3.28e-08,30.84,8,44,0,9.45,11.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",3.28e-08,23.71,8,113,0,8.57,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Myocardial Infarction (dsyn),2.78e-06,21.24,8,11,0,13.82,11.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),4.21e-06,20.97,8,11,0,13.82,9.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Japanese Population (popg),5.92e-07,21.43,8,12,0,13.33,1.0
Low Birth Weights (fndg),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,African American (popg),3.29e-08,19.32,8,25,0,10.56,1.0
