id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 7 SNPs	932	Triglycerides in small VLDL || id:932	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.993441462437199	1.58741412310085	0.558884477779782	Lipid	Triglycerides in small VLDL
Lu BF EU sex combined 7 SNPs	932	Triglycerides in small VLDL || id:932	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.101529526859531	0.188454583777395	0.590060760288629	Lipid	Triglycerides in small VLDL
Lu BF EU sex combined 7 SNPs	932	Triglycerides in small VLDL || id:932	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.479068105341068	0.317940446884983	0.131865607018425	Lipid	Triglycerides in small VLDL
Lu BF EU sex combined 7 SNPs	932	Triglycerides in small VLDL || id:932	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.0334666298022235	0.183011680897515	0.86092567950876	Lipid	Triglycerides in small VLDL
Lu BF EU sex combined 7 SNPs	933	Serum total cholesterol || id:933	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.68588813182067	1.9155138252176	0.419078278087695	Lipid	Serum total cholesterol
Lu BF EU sex combined 7 SNPs	933	Serum total cholesterol || id:933	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.119686289486818	0.147956197563666	0.418555090533119	Lipid	Serum total cholesterol
Lu BF EU sex combined 7 SNPs	933	Serum total cholesterol || id:933	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.352040336917628	0.398410146996356	0.376905224412717	Lipid	Serum total cholesterol
Lu BF EU sex combined 7 SNPs	933	Serum total cholesterol || id:933	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.10477372765162	0.146656751044513	0.501806048897112	Lipid	Serum total cholesterol
Lu BF EU sex combined 7 SNPs	934	Serum total triglycerides || id:934	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.978906364574344	1.6969234450585	0.589024150177067	Lipid	Serum total triglycerides
Lu BF EU sex combined 7 SNPs	934	Serum total triglycerides || id:934	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.202057973616918	0.198756970731398	0.309339834141246	Lipid	Serum total triglycerides
Lu BF EU sex combined 7 SNPs	934	Serum total triglycerides || id:934	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.466093367956196	0.33940678573176	0.169671894256151	Lipid	Serum total triglycerides
Lu BF EU sex combined 7 SNPs	934	Serum total triglycerides || id:934	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.26487433075631	0.225655945236051	0.284954702790699	Lipid	Serum total triglycerides
Lu BF EU sex combined 7 SNPs	935	Sphingomyelins || id:935	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.275302462101144	0.69327745547839	0.707675676232221	Lipid	Sphingomyelins
Lu BF EU sex combined 7 SNPs	935	Sphingomyelins || id:935	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.376843229026808	0.16920903986144	0.0259414693191704	Lipid	Sphingomyelins
Lu BF EU sex combined 7 SNPs	935	Sphingomyelins || id:935	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.142710885067278	0.142266147040484	0.315800023749446	Lipid	Sphingomyelins
Lu BF EU sex combined 7 SNPs	935	Sphingomyelins || id:935	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.375699721329981	0.217719354358569	0.135171645253847	Lipid	Sphingomyelins
Lu BF EU sex combined 7 SNPs	936	Total fatty acids || id:936	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.09288802058036	1.52135857750291	0.504691240020816	Fatty acid	Total fatty acids
Lu BF EU sex combined 7 SNPs	936	Total fatty acids || id:936	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.109955370643393	0.196715049321257	0.57619066158921	Fatty acid	Total fatty acids
Lu BF EU sex combined 7 SNPs	936	Total fatty acids || id:936	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.295202749548088	0.309546462012423	0.340254676899268	Fatty acid	Total fatty acids
Lu BF EU sex combined 7 SNPs	936	Total fatty acids || id:936	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.213297986035974	0.215641208678275	0.360793521750705	Fatty acid	Total fatty acids
Lu BF EU sex combined 7 SNPs	937	Total phosphoglycerides || id:937	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.950125364003913	1.03146403308254	0.39924100053119	Lipid	Total phosphoglycerides
Lu BF EU sex combined 7 SNPs	937	Total phosphoglycerides || id:937	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0252624463875671	0.184702385472584	0.891209596740093	Lipid	Total phosphoglycerides
Lu BF EU sex combined 7 SNPs	937	Total phosphoglycerides || id:937	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.18803121954891	0.215441791144923	0.382788233155329	Lipid	Total phosphoglycerides
Lu BF EU sex combined 7 SNPs	937	Total phosphoglycerides || id:937	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.0654570847141906	0.224096102274911	0.780051616353256	Lipid	Total phosphoglycerides
Lu BF EU sex combined 7 SNPs	938	Tyrosine || id:938	Lu BF EU sex combined 7 SNPs	MR Egger	7	1.44438368942548	0.469269980188754	0.0275341027076219	Amino acid	Tyrosine
Lu BF EU sex combined 7 SNPs	938	Tyrosine || id:938	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.259091489042673	0.145503689671536	0.0749692596115823	Amino acid	Tyrosine
Lu BF EU sex combined 7 SNPs	938	Tyrosine || id:938	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.183260543711838	0.145712515422884	0.208505453948933	Amino acid	Tyrosine
Lu BF EU sex combined 7 SNPs	938	Tyrosine || id:938	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.43194970447255	0.205796314759362	0.0805981112703212	Amino acid	Tyrosine
Lu BF EU sex combined 7 SNPs	939	Urea || id:939	Lu BF EU sex combined 7 SNPs	MR Egger	6	1.1254045750739	1.06775084988705	0.351340450665121	Amino acid	Urea
Lu BF EU sex combined 7 SNPs	939	Urea || id:939	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.465238920128716	0.174340113800461	0.0076174743933426	Amino acid	Urea
Lu BF EU sex combined 7 SNPs	939	Urea || id:939	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.28500309158769	0.198347340390349	0.15074956464525	Amino acid	Urea
Lu BF EU sex combined 7 SNPs	939	Urea || id:939	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.527956481661598	0.21220911387929	0.0553026807756574	Amino acid	Urea
Lu BF EU sex combined 7 SNPs	940	Valine || id:940	Lu BF EU sex combined 7 SNPs	MR Egger	7	1.98893025437029	0.641053318542876	0.0267742769377386	Amino acid	Valine
Lu BF EU sex combined 7 SNPs	940	Valine || id:940	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.218991850232253	0.153256432620818	0.153025974409317	Amino acid	Valine
Lu BF EU sex combined 7 SNPs	940	Valine || id:940	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.00507678467994834	0.220075034863236	0.981595691296732	Amino acid	Valine
Lu BF EU sex combined 7 SNPs	940	Valine || id:940	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.374746909525979	0.158944092856358	0.0564590585643589	Amino acid	Valine
Lu BF EU sex combined 7 SNPs	941	Mean diameter for VLDL particles || id:941	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.13806296769906	0.798133400890872	0.0552958366822469	Lipid	Mean diameter for VLDL particles
Lu BF EU sex combined 7 SNPs	941	Mean diameter for VLDL particles || id:941	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.301345986741895	0.196335522233886	0.124820164082542	Lipid	Mean diameter for VLDL particles
Lu BF EU sex combined 7 SNPs	941	Mean diameter for VLDL particles || id:941	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.455492794112601	0.201932293147455	0.0240912503460081	Lipid	Mean diameter for VLDL particles
Lu BF EU sex combined 7 SNPs	941	Mean diameter for VLDL particles || id:941	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.159536141423651	0.375117547263025	0.688303874593441	Lipid	Mean diameter for VLDL particles
Lu BF EU sex combined 7 SNPs	942	Total cholesterol in very large HDL || id:942	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.223904461040537	0.773689897897815	0.783892772993294	Lipid	Total cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	942	Total cholesterol in very large HDL || id:942	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0328336824919039	0.141518077045835	0.816529843785453	Lipid	Total cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	942	Total cholesterol in very large HDL || id:942	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.0410310210723074	0.155143141885565	0.791416217564177	Lipid	Total cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	942	Total cholesterol in very large HDL || id:942	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.0800846914560978	0.202679346329368	0.706411763388858	Lipid	Total cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	943	Cholesterol esters in very large HDL || id:943	Lu BF EU sex combined 7 SNPs	MR Egger	6	-0.660323646161552	1.08535575367774	0.575780672888855	Lipid	Cholesterol esters in very large HDL
Lu BF EU sex combined 7 SNPs	943	Cholesterol esters in very large HDL || id:943	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.203319592740952	0.191346071749469	0.287974633169141	Lipid	Cholesterol esters in very large HDL
Lu BF EU sex combined 7 SNPs	943	Cholesterol esters in very large HDL || id:943	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.0454772360020322	0.194704487882406	0.815318386371805	Lipid	Cholesterol esters in very large HDL
Lu BF EU sex combined 7 SNPs	943	Cholesterol esters in very large HDL || id:943	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.311383673660147	0.294453938901043	0.338677545691669	Lipid	Cholesterol esters in very large HDL
Lu BF EU sex combined 7 SNPs	944	Free cholesterol in very large HDL || id:944	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.170304967886264	0.782547026818011	0.836320628052282	Lipid	Free cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	944	Free cholesterol in very large HDL || id:944	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0275990169601338	0.140098811328155	0.843830045048983	Lipid	Free cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	944	Free cholesterol in very large HDL || id:944	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.0369060975139559	0.156156664571678	0.813168694353883	Lipid	Free cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	944	Free cholesterol in very large HDL || id:944	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.0176849502799747	0.1835141005745	0.926366280205604	Lipid	Free cholesterol in very large HDL
Lu BF EU sex combined 7 SNPs	945	Total lipids in very large HDL || id:945	Lu BF EU sex combined 7 SNPs	MR Egger	6	-0.207069464120045	1.07567584828003	0.856727577667392	Lipid	Total lipids in very large HDL
Lu BF EU sex combined 7 SNPs	945	Total lipids in very large HDL || id:945	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0331808254486795	0.194501537378139	0.864542894052508	Lipid	Total lipids in very large HDL
Lu BF EU sex combined 7 SNPs	945	Total lipids in very large HDL || id:945	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.0457959035868045	0.186726227058224	0.806257488407037	Lipid	Total lipids in very large HDL
Lu BF EU sex combined 7 SNPs	945	Total lipids in very large HDL || id:945	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.157525831576408	0.27064722140365	0.585799020262378	Lipid	Total lipids in very large HDL
Lu BF EU sex combined 7 SNPs	946	Concentration of very large HDL particles || id:946	Lu BF EU sex combined 7 SNPs	MR Egger	6	0.0485567056715323	0.906313138979649	0.95984195039272	Lipid	Concentration of very large HDL particles
Lu BF EU sex combined 7 SNPs	946	Concentration of very large HDL particles || id:946	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.0304880130954331	0.17852995226924	0.864402623177072	Lipid	Concentration of very large HDL particles
Lu BF EU sex combined 7 SNPs	946	Concentration of very large HDL particles || id:946	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.0403316233579407	0.156253762180317	0.796317248928839	Lipid	Concentration of very large HDL particles
Lu BF EU sex combined 7 SNPs	946	Concentration of very large HDL particles || id:946	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0192252943755318	0.267988641241606	0.945590621398972	Lipid	Concentration of very large HDL particles
Lu BF EU sex combined 7 SNPs	947	Phospholipids in very large HDL || id:947	Lu BF EU sex combined 7 SNPs	MR Egger	6	0.709798536442806	1.16247578333277	0.57446016950274	Lipid	Phospholipids in very large HDL
Lu BF EU sex combined 7 SNPs	947	Phospholipids in very large HDL || id:947	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.359810945354889	0.179807173367688	0.0453823269995202	Lipid	Phospholipids in very large HDL
Lu BF EU sex combined 7 SNPs	947	Phospholipids in very large HDL || id:947	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.1899368292445	0.205500227521666	0.355347951775839	Lipid	Phospholipids in very large HDL
Lu BF EU sex combined 7 SNPs	947	Phospholipids in very large HDL || id:947	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.496097868188445	0.255537848186514	0.109875457660236	Lipid	Phospholipids in very large HDL
Lu BF EU sex combined 7 SNPs	948	Triglycerides in very large HDL || id:948	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.715420537072781	0.814427821017105	0.419911750981393	Lipid	Triglycerides in very large HDL
Lu BF EU sex combined 7 SNPs	948	Triglycerides in very large HDL || id:948	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0486607362966015	0.145199240300271	0.737526426465085	Lipid	Triglycerides in very large HDL
Lu BF EU sex combined 7 SNPs	948	Triglycerides in very large HDL || id:948	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.145247439249945	0.169462299180328	0.391385373394331	Lipid	Triglycerides in very large HDL
Lu BF EU sex combined 7 SNPs	948	Triglycerides in very large HDL || id:948	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.0864066862949173	0.170056199646179	0.629513066690155	Lipid	Triglycerides in very large HDL
Lu BF EU sex combined 7 SNPs	949	Total lipids in very large VLDL || id:949	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.52469718228258	0.914897698360539	0.0508736022282362	Lipid	Total lipids in very large VLDL
Lu BF EU sex combined 7 SNPs	949	Total lipids in very large VLDL || id:949	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.337801010476271	0.200430210216594	0.0919153348537283	Lipid	Total lipids in very large VLDL
Lu BF EU sex combined 7 SNPs	949	Total lipids in very large VLDL || id:949	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.423728852985023	0.242796145648424	0.08094933052185	Lipid	Total lipids in very large VLDL
Lu BF EU sex combined 7 SNPs	949	Total lipids in very large VLDL || id:949	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.274160003731416	0.330128670925055	0.444108382018907	Lipid	Total lipids in very large VLDL
Lu BF EU sex combined 7 SNPs	950	Concentration of very large VLDL particles || id:950	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.23534116253922	1.06221585635573	0.038183238745754	Lipid	Concentration of very large VLDL particles
Lu BF EU sex combined 7 SNPs	950	Concentration of very large VLDL particles || id:950	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0737833472268485	0.192161729093891	0.701004508672268	Lipid	Concentration of very large VLDL particles
Lu BF EU sex combined 7 SNPs	950	Concentration of very large VLDL particles || id:950	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.395663040902844	0.29302968946968	0.176936130078288	Lipid	Concentration of very large VLDL particles
Lu BF EU sex combined 7 SNPs	950	Concentration of very large VLDL particles || id:950	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0149402783599903	0.254894457733587	0.955530332238054	Lipid	Concentration of very large VLDL particles
Lu BF EU sex combined 7 SNPs	951	Phospholipids in very large VLDL || id:951	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.840656247314974	1.35126134056856	0.561125668358637	Lipid	Phospholipids in very large VLDL
Lu BF EU sex combined 7 SNPs	951	Phospholipids in very large VLDL || id:951	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0600530699645126	0.170854573521057	0.725223425407004	Lipid	Phospholipids in very large VLDL
Lu BF EU sex combined 7 SNPs	951	Phospholipids in very large VLDL || id:951	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.238813915179298	0.273299841229446	0.382218184378484	Lipid	Phospholipids in very large VLDL
Lu BF EU sex combined 7 SNPs	951	Phospholipids in very large VLDL || id:951	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.216903931930758	0.197745074947604	0.314751115288376	Lipid	Phospholipids in very large VLDL
Lu BF EU sex combined 7 SNPs	952	Triglycerides in very large VLDL || id:952	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.450976686210983	1.18442367469223	0.719024635419123	Lipid	Triglycerides in very large VLDL
Lu BF EU sex combined 7 SNPs	952	Triglycerides in very large VLDL || id:952	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0588286441426669	0.174237641515441	0.735638617776143	Lipid	Triglycerides in very large VLDL
Lu BF EU sex combined 7 SNPs	952	Triglycerides in very large VLDL || id:952	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.185007251810856	0.231647529485668	0.424488498192804	Lipid	Triglycerides in very large VLDL
Lu BF EU sex combined 7 SNPs	952	Triglycerides in very large VLDL || id:952	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.207012821395226	0.283219673128128	0.492368406068744	Lipid	Triglycerides in very large VLDL
Lu BF EU sex combined 7 SNPs	953	Total lipids in very small VLDL || id:953	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.09256898278148	1.48793615958603	0.106211654684524	Lipid	Total lipids in very small VLDL
Lu BF EU sex combined 7 SNPs	953	Total lipids in very small VLDL || id:953	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.416065139346668	0.196516968541824	0.0342431305716507	Lipid	Total lipids in very small VLDL
Lu BF EU sex combined 7 SNPs	953	Total lipids in very small VLDL || id:953	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.568507397742703	0.339168981228724	0.093703439979329	Lipid	Total lipids in very small VLDL
Lu BF EU sex combined 7 SNPs	953	Total lipids in very small VLDL || id:953	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.409443256974364	0.267943678200057	0.187028055188865	Lipid	Total lipids in very small VLDL
Lu BF EU sex combined 7 SNPs	954	Concentration of very small VLDL particles || id:954	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.09244104066005	1.54122253088758	0.115260103137006	Lipid	Concentration of very small VLDL particles
Lu BF EU sex combined 7 SNPs	954	Concentration of very small VLDL particles || id:954	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.440261252720143	0.201419422687106	0.0288307209567769	Lipid	Concentration of very small VLDL particles
Lu BF EU sex combined 7 SNPs	954	Concentration of very small VLDL particles || id:954	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.589260581416963	0.344999024280708	0.0876351334669627	Lipid	Concentration of very small VLDL particles
Lu BF EU sex combined 7 SNPs	954	Concentration of very small VLDL particles || id:954	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.441474570622578	0.264037798657958	0.155383231827183	Lipid	Concentration of very small VLDL particles
Lu BF EU sex combined 7 SNPs	955	Phospholipids in very small VLDL || id:955	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.45524239638997	1.51131294726493	0.0842040942482784	Lipid	Phospholipids in very small VLDL
Lu BF EU sex combined 7 SNPs	955	Phospholipids in very small VLDL || id:955	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.302339582234657	0.207525237031058	0.145149221795148	Lipid	Phospholipids in very small VLDL
Lu BF EU sex combined 7 SNPs	955	Phospholipids in very small VLDL || id:955	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.552879012304637	0.370414493330396	0.135543097458254	Lipid	Phospholipids in very small VLDL
Lu BF EU sex combined 7 SNPs	955	Phospholipids in very small VLDL || id:955	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.231564457183474	0.290109171120755	0.460968201895819	Lipid	Phospholipids in very small VLDL
Lu BF EU sex combined 7 SNPs	956	Triglycerides in very small VLDL || id:956	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.14280246230148	1.70622243449284	0.13928065054068	Lipid	Triglycerides in very small VLDL
Lu BF EU sex combined 7 SNPs	956	Triglycerides in very small VLDL || id:956	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.607700765764674	0.210490686124303	0.00388851111460977	Lipid	Triglycerides in very small VLDL
Lu BF EU sex combined 7 SNPs	956	Triglycerides in very small VLDL || id:956	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.679179473737501	0.365305200957911	0.062997226249291	Lipid	Triglycerides in very small VLDL
Lu BF EU sex combined 7 SNPs	956	Triglycerides in very small VLDL || id:956	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.602235396691945	0.278582956750461	0.0830000113612021	Lipid	Triglycerides in very small VLDL
Lu BF EU sex combined 7 SNPs	957	Total lipids in chylomicrons and largest VLDL particles || id:957	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.20154445263621	0.900224812241066	0.070783753524692	Lipid	Total lipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	957	Total lipids in chylomicrons and largest VLDL particles || id:957	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.334312102993002	0.203463532023805	0.100361051732708	Lipid	Total lipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	957	Total lipids in chylomicrons and largest VLDL particles || id:957	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.43387756688313	0.219676923113202	0.0482600671869874	Lipid	Total lipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	957	Total lipids in chylomicrons and largest VLDL particles || id:957	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.357845114816361	0.322915245428151	0.318227118135183	Lipid	Total lipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	958	Concentration of chylomicrons and largest VLDL particles || id:958	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.13822900543725	0.738947653190011	0.0444015176413094	Lipid	Concentration of chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	958	Concentration of chylomicrons and largest VLDL particles || id:958	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.263778025383012	0.193060080137953	0.171844759443519	Lipid	Concentration of chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	958	Concentration of chylomicrons and largest VLDL particles || id:958	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.340705721680326	0.203015293058885	0.0933028163364892	Lipid	Concentration of chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	958	Concentration of chylomicrons and largest VLDL particles || id:958	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.239568234714906	0.289753499013132	0.445999230884807	Lipid	Concentration of chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	959	Phospholipids in chylomicrons and largest VLDL particles || id:959	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.530285126568998	1.03248732022667	0.629414565810148	Lipid	Phospholipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	959	Phospholipids in chylomicrons and largest VLDL particles || id:959	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.089642121734746	0.161763760753168	0.579473089895297	Lipid	Phospholipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	959	Phospholipids in chylomicrons and largest VLDL particles || id:959	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.223273765996459	0.206444409066356	0.279465850328045	Lipid	Phospholipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	959	Phospholipids in chylomicrons and largest VLDL particles || id:959	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.177562066564135	0.223522327909222	0.457233740753373	Lipid	Phospholipids in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	960	Triglycerides in chylomicrons and largest VLDL particles || id:960	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.607401752160132	1.35241889316118	0.67214067974775	Lipid	Triglycerides in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	960	Triglycerides in chylomicrons and largest VLDL particles || id:960	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.207696039266086	0.176117197517232	0.238276414293487	Lipid	Triglycerides in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	960	Triglycerides in chylomicrons and largest VLDL particles || id:960	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.297963381214531	0.269399262998758	0.268713993586924	Lipid	Triglycerides in chylomicrons and largest VLDL particles
Lu BF EU sex combined 7 SNPs	960	Triglycerides in chylomicrons and largest VLDL particles || id:960	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.0957665366590517	0.263747285157082	0.728979535463296	Lipid	Triglycerides in chylomicrons and largest VLDL particles
