metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description	model_exposure	exposure_model
lhdlce	1762	-0.0225109580036264	0.00197024453873241	3.27288982127147e-29	-0.0263726372995419	-0.0186492787077109	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlce	1762	-0.0247220889902246	0.00251301405876985	2.88605719440632e-22	-0.0296475965454135	-0.0197965814350357	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlce	2589	-0.0390753363991633	0.00227763857490288	1.45886354020294e-62	-0.0435395080059729	-0.0346111647923537	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlce	2589	-0.0437879449994889	0.00255477976683864	1.88113642960718e-62	-0.0487953133424926	-0.0387805766564852	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlce	2589	-0.0430155218970979	0.00263569298007268	4.60663689087951e-57	-0.0481814801380403	-0.0378495636561554	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlce	3505	-0.050652946901828	0.00215017897168272	5.10956332615613e-114	-0.0548672976863261	-0.0464385961173299	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlce	3505	-0.0538302600061736	0.00206336275660406	3.01021296031981e-137	-0.0578744510091176	-0.0497860690032296	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlce	3505	-0.0455847363567899	0.00208874208829728	4.2279408888209e-99	-0.0496786708498526	-0.0414908018637272	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlce	588	-0.0233362294251231	0.00344050948701232	2.9170465932552e-11	-0.0300796280196672	-0.016592830830579	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
lhdlce	588	-0.0245199571852263	0.00447221636287251	6.26126446627228e-08	-0.0332855012564564	-0.0157544131139962	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adolescents	model3	physical activity	model3_bf	bf_model3
lhdlce	575	-0.0457035347398868	0.00573089766300667	8.4562575782259e-15	-0.0569360941593799	-0.0344709753203937	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
lhdlce	575	-0.0382875820479991	0.0058113499487224	1.01661487951466e-10	-0.049677827947495	-0.0268973361485032	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model3	physical activity	model3_whr	whr_model3
lhdlce	575	-0.0455753607696058	0.00640335210024682	3.33908209163563e-12	-0.0581259308860896	-0.033024790653122	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	young_adults	model3	physical activity	model3_bf	bf_model3
lhdlce	2981	-0.0508181507055199	0.00229628181343532	1.38401811603113e-100	-0.0553188630598531	-0.0463174383511867	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
lhdlce	2981	-0.0519439460302492	0.00222547362668209	8.80040737210473e-111	-0.0563058743385461	-0.0475820177219523	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	adults	model3	physical activity	model3_whr	whr_model3
lhdlce	2981	-0.0444392611565079	0.00223373449517836	8.75866105051117e-83	-0.0488173807670575	-0.0400611415459583	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity	model3_bf	bf_model3
lhdlfc	4450	-0.00384544203597944	0.000351453680468696	1.63172614905821e-27	-0.00453429124969808	-0.0031565928222608	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model1	age + sex	model1_bmi	bmi_model1
lhdlfc	4450	-0.00277400923956109	0.000355050212842999	6.91925065699235e-15	-0.00346990765673337	-0.00207811082238881	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	children	model1	age + sex	model1_whr	whr_model1
lhdlfc	4450	-0.00419385750294797	0.000345210825628762	1.96412954922767e-33	-0.00487047072118034	-0.0035172442847156	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	children	model1	age + sex	model1_bf	bf_model1
lhdlfc	1762	-0.00593064009763414	0.00050573515995921	1.24416920261128e-30	-0.00692188101115419	-0.00493939918411409	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
lhdlfc	1762	-0.00666560215572746	0.000663091751989371	3.73699092407984e-23	-0.00796526198962663	-0.00536594232182829	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adolescents	model1	age + sex	model1_bf	bf_model1
lhdlfc	2589	-0.0133629609472032	0.000713281231820068	1.5482393635904e-73	-0.0147609921615705	-0.0119649297328359	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
lhdlfc	2589	-0.014313104982517	0.000808888869110009	3.16423173170596e-66	-0.0158985271659726	-0.0127276827990614	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex	model1_whr	whr_model1
lhdlfc	2589	-0.0147252721417873	0.000825146539182546	2.88008486179864e-67	-0.0163425593585851	-0.0131079849249895	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	young_adults	model1	age + sex	model1_bf	bf_model1
lhdlfc	3505	-0.017346572761638	0.000665728509930174	5.93601437827091e-137	-0.0186514006411011	-0.0160417448821749	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
lhdlfc	3505	-0.0175484499265446	0.000648213662543777	1.0233575580873e-146	-0.0188189487051304	-0.0162779511479588	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	adults	model1	age + sex	model1_whr	whr_model1
lhdlfc	3505	-0.0157072135106003	0.0006471515257188	2.08248673847625e-120	-0.0169756305010091	-0.0144387965201915	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model1	age + sex	model1_bf	bf_model1
lhdlfc	4450	-0.00390702434391997	0.000402248603994682	4.39587897959482e-22	-0.00469543160774955	-0.00311861708009039	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlfc	4450	-0.00278247545830264	0.000354007332904772	4.78702389144011e-15	-0.00347632983079599	-0.00208862108580929	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlfc	4450	-0.00424782100865323	0.000384304096851648	4.88649352348978e-28	-0.00500105703848246	-0.003494584978824	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlfc	1762	-0.00580394787080696	0.000535112859931692	1.41903667331634e-26	-0.00685276907627308	-0.00475512666534084	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlfc	1762	-0.00627233348703918	0.00068246050642166	1.06973353178829e-19	-0.00760995607962563	-0.00493471089445273	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlfc	2589	-0.0124741260921092	0.00071200767574468	5.05575573222922e-65	-0.0138696611365688	-0.0110785910476496	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlfc	2589	-0.0138208932156409	0.000799709493465166	2.05990524159313e-63	-0.0153883238228326	-0.0122534626084492	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlfc	2589	-0.0136729309111965	0.000824489952175867	9.02728000587574e-59	-0.0152889312174612	-0.0120569306049318	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlfc	3505	-0.0158520340307768	0.00066381869378841	6.94050938817372e-117	-0.0171531186706021	-0.0145509493909515	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlfc	3505	-0.0167714286768903	0.000637309300233022	2.05321451224774e-139	-0.018020554905347	-0.0155223024484336	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdlfc	3505	-0.0142213041021717	0.000645305552033115	6.75906483016366e-101	-0.0154861029841566	-0.0129565052201868	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdlfc	588	-0.00603981245244429	0.000936743129859997	2.39644525914799e-10	-0.00787582898696988	-0.0042037959179187	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
lhdlfc	588	-0.00627985400435959	0.00121674130612327	3.37712567405173e-07	-0.0086646669643612	-0.00389504104435798	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adolescents	model3	physical activity	model3_bf	bf_model3
lhdlfc	575	-0.0144433997295326	0.00179878473393872	5.67692004589963e-15	-0.0179690178080525	-0.0109177816510127	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
lhdlfc	575	-0.0120750472915307	0.00182472688137741	8.47484435821591e-11	-0.0156515119790304	-0.00849858260403098	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model3	physical activity	model3_whr	whr_model3
lhdlfc	575	-0.0145467427373277	0.00200830690017944	1.43595446435379e-12	-0.0184830242616794	-0.010610461212976	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	young_adults	model3	physical activity	model3_bf	bf_model3
lhdlfc	2981	-0.0159096970296866	0.000708799284473667	3.31420424132017e-103	-0.017298943627255	-0.0145204504321182	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
lhdlfc	2981	-0.0161939689851866	0.000687327762936091	1.11952972802661e-112	-0.0175411314005413	-0.0148468065698319	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	adults	model3	physical activity	model3_whr	whr_model3
lhdlfc	2981	-0.0138683654987164	0.000690061024032043	2.43772090206093e-84	-0.0152208851058192	-0.0125158458916136	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity	model3_bf	bf_model3
lhdll	4450	-0.0303546446997731	0.00293496375753831	8.63327617986482e-25	-0.0361071736645482	-0.024602115734998	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model1	age + sex	model1_bmi	bmi_model1
lhdll	4450	-0.020910193876551	0.00296457127913671	2.01627030256732e-12	-0.026720753583659	-0.015099634169443	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	children	model1	age + sex	model1_whr	whr_model1
lhdll	4450	-0.0334313089721394	0.00288292024200242	1.18283591583715e-30	-0.0390818326464641	-0.0277807852978147	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	children	model1	age + sex	model1_bf	bf_model1
lhdll	1762	-0.0496321868968014	0.00428467538128375	5.91870764771907e-30	-0.0580301506441175	-0.0412342231494853	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
lhdll	1762	-0.0561807482922198	0.00561426030372095	5.7791532914291e-23	-0.0671846984875129	-0.0451767980969267	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	adolescents	model1	age + sex	model1_bf	bf_model1
lhdll	2589	-0.101645406970732	0.00566523165644139	6.18432714878885e-68	-0.112749261017357	-0.0905415529241069	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
lhdll	2589	-0.108800196829842	0.00642163707244577	3.84639345855787e-61	-0.121386605491836	-0.0962137881678483	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex	model1_whr	whr_model1
lhdll	2589	-0.110579591726818	0.00656009532273027	1.43795419531224e-60	-0.123437378559369	-0.0977218048942667	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	young_adults	model1	age + sex	model1_bf	bf_model1
lhdll	3505	-0.128997819322325	0.00522755371664278	4.31292962477189e-124	-0.139243824606945	-0.118751814037705	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
lhdll	3505	-0.130199270235395	0.00509559778886128	3.44684500455527e-132	-0.140186641901563	-0.120211898569227	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	adults	model1	age + sex	model1_whr	whr_model1
lhdll	3505	-0.115846864177284	0.00508232438539273	2.37771944411927e-107	-0.125808219972654	-0.105885508381914	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model1	age + sex	model1_bf	bf_model1
lhdll	4450	-0.0308510509915004	0.00335924541595092	6.22934081284624e-20	-0.0374351720067642	-0.0242669299762366	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdll	4450	-0.0209761614785177	0.00295687700654856	1.50892494945573e-12	-0.0267716404113529	-0.0151806825456825	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdll	4450	-0.0339444025307276	0.00320947888187841	7.76551880456808e-26	-0.0402349811392093	-0.0276538239222459	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdll	1762	-0.04885598668011	0.00453212976964674	2.79456323204689e-26	-0.0577389610286176	-0.0399730123316024	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdll	1762	-0.0531361731501055	0.0057777005847597	1.0142383944579e-19	-0.0644604662962345	-0.0418118800039765	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdll	2589	-0.0944506000348036	0.00564709942576009	1.05867247648621e-59	-0.105518914909293	-0.0833822851603138	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdll	2589	-0.105006630338087	0.00633958324856441	1.21670079936347e-58	-0.117432213505273	-0.0925810471709008	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdll	2589	-0.10203871185368	0.00654508232209408	1.9369589859797e-52	-0.114867073204984	-0.0892103505023756	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdll	3505	-0.116948268757949	0.00519857612945334	8.74806302406574e-105	-0.127137477971678	-0.10675905954422	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdll	3505	-0.124152154976762	0.00499642147794835	1.17255583217302e-125	-0.133945141073541	-0.114359168879983	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
lhdll	3505	-0.103863655583745	0.00505390533064795	1.06757797500172e-88	-0.113769310031815	-0.093958001135675	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
lhdll	588	-0.0511706874749393	0.00787864994422478	1.79097651212752e-10	-0.0666128413656199	-0.0357285335842587	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
lhdll	588	-0.0531889605372974	0.0102355729844793	2.81892897968835e-07	-0.0732506835868768	-0.033127237487718	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	adolescents	model3	physical activity	model3_bf	bf_model3
lhdll	575	-0.111034415966586	0.0143709212289795	5.054530848932e-14	-0.139201421575386	-0.0828674103577862	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
lhdll	575	-0.0935714208052108	0.0145520789630295	2.70983314775658e-10	-0.122093495572749	-0.065049346037673	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model3	physical activity	model3_whr	whr_model3
lhdll	575	-0.111360020806366	0.0160392902453812	1.05467264719108e-11	-0.142797029687313	-0.0799230119254189	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	young_adults	model3	physical activity	model3_bf	bf_model3
lhdll	2981	-0.117331353764131	0.00556237681752261	3.70957138398568e-92	-0.128233612326475	-0.106429095201787	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
lhdll	2981	-0.12013851570166	0.00539321708438484	8.65956181632849e-102	-0.130709221187054	-0.109567810216266	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	whr	adults	model3	physical activity	model3_whr	whr_model3
lhdll	2981	-0.101186063497481	0.00541312508449865	8.233521114617e-74	-0.111795788663098	-0.0905763383318636	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity	model3_bf	bf_model3
lhdlp	4450	-3.94773185169328e-08	3.86711758704943e-09	3.35399814133832e-24	-4.70568689875497e-08	-3.18977680463159e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model1	age + sex	model1_bmi	bmi_model1
lhdlp	4450	-2.68367551085819e-08	3.90605330238634e-09	7.28053352862084e-12	-3.44926195812591e-08	-1.91808906359047e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	whr	children	model1	age + sex	model1_whr	whr_model1
lhdlp	4450	-4.38905309434702e-08	3.79777471747279e-09	1.84827716008259e-30	-5.13341693897169e-08	-3.64468924972235e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bf	children	model1	age + sex	model1_bf	bf_model1
lhdlp	1762	-6.50557684651405e-08	5.65242909680986e-09	1.32167467037496e-29	-7.61345294948878e-08	-5.39770074353932e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
lhdlp	1762	-7.46261931752301e-08	7.39997045942301e-09	2.7382317524886e-23	-8.91301352756992e-08	-6.0122251074761e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bf	adolescents	model1	age + sex	model1_bf	bf_model1
lhdlp	2589	-1.57766740897963e-07	8.85276151456091e-09	4.25194894036497e-67	-1.75118153466502e-07	-1.40415328329424e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
lhdlp	2589	-1.68744998714776e-07	1.00347752534752e-08	2.65914977739419e-60	-1.88413158211587e-07	-1.49076839217965e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex	model1_whr	whr_model1
lhdlp	2589	-1.71389017053302e-07	1.02518084055189e-08	1.17825009962354e-59	-1.91482561528119e-07	-1.51295472578485e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bf	young_adults	model1	age + sex	model1_bf	bf_model1
lhdlp	3505	-1.60354015048255e-07	6.61426020916092e-09	3.69968981653551e-120	-1.7331796505821e-07	-1.473900650383e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
lhdlp	3505	-1.62076087987234e-07	6.44685878848535e-09	2.32291314313422e-128	-1.74711931212665e-07	-1.49440244761803e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	whr	adults	model1	age + sex	model1_whr	whr_model1
lhdlp	3505	-1.43890218477779e-07	6.42881770209391e-09	8.14023720479704e-104	-1.56490701173883e-07	-1.31289735781675e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model1	age + sex	model1_bf	bf_model1
lhdlp	4450	-4.01248149988094e-08	4.42618423028861e-09	1.82462584917039e-19	-4.88001360901751e-08	-3.14494939074437e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
lhdlp	4450	-2.69223618049916e-08	3.89620525984971e-09	5.53809301561908e-12	-3.4558924114297e-08	-1.92857994956862e-08	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
