Metabolite ID	Metabolite	Status	Pathway	Super_pathway	my_pathway	my_superpathway	Platform	Compound ID	Quant. Mass.	Retention Time	Spectra	CV(%)	Included in GWAS meta-analysis	Total N	name_lower	METABOLON_name	METABOLON SUB PATHWAY	PUBCHEM	KEGG
M33363	gamma-glutamylmethionine*	Known	gamma-glutamyl	Peptide	Peptide: gamma-glutamyl	Peptide: gamma-glutamyl	LC/MS pos	NA	NA	NA		23.1	Y	"2,240"	gamma-glutamylmethionine*	NA	NA	NA	NA
M33422	gamma-glutamylphenylalanine	Known	gamma-glutamyl	Peptide	Peptide: gamma-glutamyl	Peptide: gamma-glutamyl	LC/MS pos	NA	NA	NA		13.3	Y	"7,753"	gamma-glutamylphenylalanine	gamma-glutamylphenylalanine	Gamma-glutamyl Amino Acid	111299	
M33364	gamma-glutamylthreonine*	Known	gamma-glutamyl	Peptide	Peptide: gamma-glutamyl	Peptide: gamma-glutamyl	LC/MS pos	NA	NA	NA		24.3	Y	"4,016"	gamma-glutamylthreonine*	NA	NA	NA	NA
M02734	gamma-glutamyltyrosine	Known	gamma-glutamyl	Peptide	Peptide: gamma-glutamyl	Peptide: gamma-glutamyl	LC/MS pos	NA	NA	NA		14.1	Y	"7,468"	gamma-glutamyltyrosine	gamma-glutamyltyrosine	Gamma-glutamyl Amino Acid	94340	
M32393	gamma-glutamylvaline	Known	gamma-glutamyl	Peptide	Peptide: gamma-glutamyl	Peptide: gamma-glutamyl	LC/MS pos	NA	NA	NA		9.3	Y	"7,753"	gamma-glutamylvaline	gamma-glutamylvaline	Gamma-glutamyl Amino Acid	7015683	
M34420	"bradykinin, des-arg(9)"	Known	Polypeptide	Peptide	Peptide:Polypeptide	Peptide	LC/MS pos	NA	NA	NA		9.6	Y	"4,570"	"bradykinin, des-arg(9)"	"bradykinin, des-arg(9)"	Polypeptide	105044	C00306
M32836	HWESASXX*	Known	Polypeptide	Peptide	Peptide:Polypeptide	Peptide	LC/MS pos	NA	NA	NA		11.9	Y	"7,700"	hwesasxx*	HWESASXX*	Polypeptide	NA	
M32735	X-01911	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	32735	464.1	4.26	137.2:0.2 143.1:0.2 160.1:0.3 161.2:0.1 171.1:0.3 175.2:0.3 185.2:0.1 188.1:0.2 203.1:19.4 204.1:1.6 221.1:0.2 288.2:100 289.2:10 330.2:0.4 331.2:0.3 379:0.2 417:0.1 418.1:0.1 429:0.1 430.1:0.1 430.9:0.4 431.9:0.3 443.9:0.2 445.2:1.1 445.9:6.8 446.9:4.7	16.7	Y	"6,360"	x-01911	NA	NA	NA	NA
M32587	X-02249	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32587	267.2	4.03	179.3:1.1 180.3:0.1 205.1:0.4 223.1:100 224.2:6.2 239.2:0.4 249.1:2.4 250.1:0.2	6.5	Y	"7,818"	x-02249	NA	NA	NA	NA
M32549	X-02269	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32549	255.1	1.55	153.2:0.2 167.2:1.1 193.2:0.1 211.1:100 212.1:2.8 236.2:0.1 237.1:1.2	21.6	Y	"7,701"	x-02269	NA	NA	NA	NA
M12593	X-02973	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		21.7	Y	"7,759"	x-02973	NA	NA	NA	NA
M12626	X-03003	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		25.8	Y	"7,689"	x-03003	NA	NA	NA	NA
M12768	X-03088	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		25.8	Y	"7,474"	x-03088	NA	NA	NA	NA
M12770	X-03090	Unknown	Unknown	Unknown	Unknown	Unknown	GC/ms	NA	NA	NA		47.5		"1,394"	x-03090	NA	NA	NA	NA
M12774	X-03094	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	12774	299	11.55	73:250 75:40 129:30 146.9:100 153.9:7.6 191:34.5 211:43 212:4.8 225.1:3.7 226.1:4.3 226.9:32.9 227.9:7.1 230.1:7.3 239.1:6 242.2:8.9 243.1:25.9 253.9:4.1 254.7:10.6 270.1:9.2 271.1:8.6 272.2:3.7 282.3:5.5 284.9:3.3 298:9.1 299:49.6 300:12.3 301.1:7.1 305.1:11.4 306.1:4 307.2:3.8 313.4:3.1 314.8:20 315.9:9.4 317.3:9.4 318.2:6.9 342.2:32.3 343:14.3 344.2:6.3 345:6.8 369.1:7.3 370.2:5.8 371:3.3 372.9:3.2 387.2:3.8 394.2:4.2 396:3.8 398:9.1 399.2:3.5 407.1:3 421.9:9.1 422.7:4.1 587.3:6.2	15	Y	"7,804"	x-03094	NA	NA	NA	NA
M16634	X-04357	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		32.3	Y	"7,502"	x-04357	NA	NA	NA	NA
M16816	X-04494	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		27.1	Y	"5,007"	x-04494	NA	NA	NA	NA
M16818	X-04495	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		17.1	Y	"7,490"	x-04495	NA	NA	NA	NA
M16821	X-04498	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		18.7	Y	"7,160"	x-04498	NA	NA	NA	NA
M16823	X-04500	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		19.5	Y	"3,647"	x-04500	NA	NA	NA	NA
M17059	X-04621	Unknown	Unknown	Unknown	Unknown	Unknown	GC/ms	NA	NA	NA		0		84	x-04621	NA	NA	NA	NA
M18283	X-05426	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		22.4	Y	"6,357"	x-05426	NA	NA	NA	NA
M18929	X-05907	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		24.7	Y	"7,734"	x-05907	NA	NA	NA	NA
M32557	X-06126	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		6.7	Y	"7,785"	x-06126	NA	NA	NA	NA
M19362	X-06226	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		23.5	Y	"7,623"	x-06226	NA	NA	NA	NA
M19363	X-06227	Unknown	Unknown	Unknown	Unknown	Unknown	GC/ms	NA	NA	NA		30.7		"1,690"	x-06227	NA	NA	NA	NA
M19364	X-06246	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		25	Y	"7,358"	x-06246	NA	NA	NA	NA
M19368	X-06267	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		29	Y	"7,075"	x-06267	NA	NA	NA	NA
M19396	X-06307	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		31.9	Y	"6,774"	x-06307	NA	NA	NA	NA
M19414	X-06350	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		29.8	Y	"5,161"	x-06350	NA	NA	NA	NA
M19415	X-06351	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		24.2	Y	"4,791"	x-06351	NA	NA	NA	NA
M32560	X-07765	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		5.8	Y	"2,170"	x-07765	NA	NA	NA	NA
M21630	X-08402	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	21630	283.1	15.27	66.9:33.8 82.9:29.5 106.2:12.9 125.8:14.8 128.9:38.8 150.9:14.8 152:7.3 162.2:9.3 165.9:10.4 167:8.6 177.9:14.3 180.9:7.9 192:24.7 201.1:11.4 209:23.2 213:10 233.5:7.5 259.3:7 282:20.3 283.1:100 284.2:23.8 285.2:10 294:5 295.8:6.5 310.2:8.5 311.2:48.9 312.2:16.3 313.1:9.6 319.6:4.5 330.5:4.7 333.4:4.1 349:3.4 349.7:2.8 363.2:2.4 363.4:1.7 376.1:3.3 377.9:2.5 392.7:3 393.6:2.9 403:5 404:3.4 404.9:2.9	21.2	Y	"7,726"	x-08402	NA	NA	NA	NA
M22032	X-08766	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		26.9	Y	"6,050"	x-08766	NA	NA	NA	NA
M22481	X-08988	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	22481	160.1	7.34	102.1:14 132:15 144:43.8 160.1:100 161.1:11 234.1:3.8	58.4	Y	"7,776"	x-08988	NA	NA	NA	NA
M22548	X-09026	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		26.4	Y	"7,627"	x-09026	NA	NA	NA	NA
M22649	X-09108	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		28.3	Y	"6,910"	x-09108	NA	NA	NA	NA
M24074	X-09706	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		22.4	Y	"7,697"	x-09706	NA	NA	NA	NA
M32753	X-09789	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32753	153.1	2.62	59.2:0.6 61.2:0.7 66.2:0.5 80:0.5 81.2:0.5 83.2:0.5 89.2:0.7 90.3:0.7 92.1:0.6 93.2:0.6 97.1:0.8 98.1:0.5 101.1:0.6 105.1:0.6 106.2:0.4 108.3:1.6 109.1:28.5 110.1:2.6 111.2:0.6 112.1:0.6 113:0.5 121.1:0.7 122.2:1.5 123.2:1.2 124.2:0.8 125.2:1.7 126.1:0.5 133.2:1.4 134.2:3.3 135.1:100 136.1:9 137.1:1.2 138.1:7.9 139.1:0.9 152.1:0.7 153.1:3.7 154.1:0.8	7.2	Y	"7,805"	x-09789	NA	NA	NA	NA
M33782	X-10346	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		17.8	Y	"4,207"	x-10346	NA	NA	NA	NA
M25459	X-10395	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	25459	156	9.94	156:100 157:13.7 157.9:5.6 256:4.6 326.1:1.1	18.6	Y	"7,784"	x-10395	NA	NA	NA	NA
M25599	X-10429	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		24.6	Y	"6,807"	x-10429	NA	NA	NA	NA
M27256	X-10500	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		15.9	Y	"7,751"	x-10500	NA	NA	NA	NA
M27273	X-10506	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		23.9	Y	"7,710"	x-10506	NA	NA	NA	NA
M27278	X-10510	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	27278	297.2	15.77	129:15 297.2:100 298.3:26	19.1	Y	"7,792"	x-10510	NA	NA	NA	NA
M28354	X-10675	Unknown	Unknown	Unknown	Unknown	Unknown	GC/ms	NA	NA	NA		33.1		"1,241"	x-10675	NA	NA	NA	NA
M30805	X-10810	Unknown	Unknown	Unknown	Unknown	Unknown	GC/MS	NA	NA	NA		31.5	Y	"7,232"	x-10810	NA	NA	NA	NA
M32518	X-11204	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		12.3	Y	"7,799"	x-11204	NA	NA	NA	NA
M32564	X-11247	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		15.3	Y	"7,403"	x-11247	NA	NA	NA	NA
M32578	X-11261	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	32578	286.2	3.69	83.2:0.2 85.1:44 86.1:1.5 95.3:0.2 97.2:5.8 98.2:0.3 103:0.2 104.1:0.2 105.2:0.2 106.1:0.6 107.2:1.3 108.2:0.2 111.1:0.1 114.3:0.1 123.3:0.1 123.9:0.5 125.1:11.1 126.1:0.6 129.1:0.1 131.1:0.3 133.2:0.1 134.2:0.4 135.2:0.8 136.2:0.7 137.2:0.2 139.1:0.1 141.1:0.1 143.1:2.6 144.2:3.3 145.2:0.3 149.1:0.2 150.3:0.1 151.2:0.2 155.2:0.1 157.1:0.1 159.2:0.3 161.1:0.2 162.1:0.1 163.1:0.2 164.2:0.2 165.2:0.1 167.1:0.1 171.2:0.1 172.2:0.1 173.1:0.2 174.1:0.1 175.1:0.1 177.1:0.5 181.1:0.2 181.9:0.2 183:0.1 185.1:0.2 187.1:0.3 189.1:0.1 195.1:0.2 196.1:0.1 197.2:0.4 199.1:0.4 200.1:0.1 201.1:0.1 202.2:0.1 203.1:0.2 205.1:0.2 207.3:0.2 208.3:0.9 208.9:0.7 209.4:0.4 210:0.2 211.1:0.2 212.2:0.2 213.2:0.3 214.1:0.6 215.1:0.3 217.1:0.1 221.2:0.1 222.2:0.6 223:0.8 224.1:0.2 225.1:0.6 227.1:100 228.1:8.2 229.1:0.6 230.2:0.2 231:0.3 237.1:0.1 238.2:0.2 239.1:1.1 240.1:0.9 241.1:2.1 242.1:0.9 243.1:0.6 245.1:0.2 249.1:0.2 250.1:0.1 251.1:0.2 252.2:0.4 253:1.4 254.1:2.2 255.1:0.7 256:0.3 256.5:0.2 257.1:1.2 258.2:0.6 259:3.5 260.1:0.1 261:0.1 263.9:0.2 264.5:0.2 265.1:0.5 266.1:0.7 267.1:2.2 268.1:2 269.1:1.2 270.3:0.3 271.1:0.2 271.9:0.3 273:0.2 277.7:0.1 283.1:0.2 284.1:0.2 285:0.1 285.9:0.2 286.6:0.2 287.1:0.2	7.2	Y	"7,771"	x-11261	NA	NA	NA	NA
M32616	X-11299	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		7.6	Y	"7,347"	x-11299	NA	NA	NA	NA
M32632	X-11315	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	32632	130.2	1.19	57.2:0.2 59.2:0.1 69.2:0.6 70.3:0.1 71.2:0.3 73.2:0.2 74.2:0.2 84.1:100 85.1:1.1 86.2:0.1 87.1:0.1 88.2:0.1 97.1:0.2 101.1:0.3 102.2:0.4 109.1:0.1 110.2:0.5 111.1:4.6 112.1:1.2 113.1:0.1 130.2:1 131.2:0.1	7.8	Y	"7,785"	x-11315	NA	NA	NA	NA
M32634	X-11317	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		14.7	Y	"7,811"	x-11317	NA	NA	NA	NA
M32644	X-11327	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		16	Y	"7,671"	x-11327	NA	NA	NA	NA
M32651	X-11334	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		18	Y	"5,462"	x-11334	NA	NA	NA	NA
M32689	X-11372	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		11.7		"6,043"	x-11372	NA	NA	NA	NA
M32691	X-11374	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		52.8	Y	"2,609"	x-11374	NA	NA	NA	NA
M32698	X-11381	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	32698	186.2	1.11	122.2:4 126.1:40.3 127.2:3.7 167.1:9.7 168.1:100 169.1:15.7 170.1:6.7 186.2:3.5	16.1	Y	"7,753"	x-11381	NA	NA	NA	NA
M32729	X-11412	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		20.7	Y	"6,935"	x-11412	NA	NA	NA	NA
M32754	X-11437	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		7.2	Y	"6,782"	x-11437	NA	NA	NA	NA
M32755	X-11438	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32755	241.2	3.1	71.2:0.1 97.1:0.1 111.2:0.2 112.2:0.2 125.3:0.2 149.2:0.1 150.1:0.2 151.1:0.1 161.3:0.4 177.3:0.2 179.2:91.1 180.2:12 181.2:0.2 187.1:0.2 195.1:0.2 196.2:0.4 197.2:1.7 198.2:0.4 200.1:0.8 201.1:0.2 202.2:0.3 208.3:0.1 209.2:0.2 210:0.2 211.1:0.2 214.1:0.1 219.5:0.2 221:0.2 222:0.4 223.1:100 224.2:14.2 225.1:0.7 241.2:1.1 242.3:0.2 255.4:0.2	14.1	Y	"7,084"	x-11438	NA	NA	NA	NA
M32757	X-11440	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32757	246.3	3.58	80.1:4 81.1:0.2 97:31.7 98:0.3 99.1:1.4 111:0.2 129.1:0.3 139.1:0.2 141.3:0.2 155.3:0.5 157.1:0.2 161.2:0.2 162.2:0.2 163:0.3 165.2:0.7 166.2:0.4 167.2:0.4 170.1:0.2 171.2:0.2 172:0.3 173.1:0.3 175.2:0.2 176.2:0.4 177:0.4 181.1:0.3 182.3:0.2 183.2:0.5 184.1:0.2 185.3:0.3 186.2:0.3 187.2:0.2 189:1.1 190.1:0.3 191.1:0.3 199.2:0.2 200.3:0.3 201.1:0.5 202.2:0.4 203.1:0.5 205.2:1.4 207:1.4 213.2:0.2 214.2:0.3 215.1:0.4 216.1:0.4 217.3:0.3 218.2:0.2 219.3:1.1 220.2:0.4 221:0.2 225.2:0.2 226.1:0.2 227.2:1.1 228:1.1 229.1:0.3 231:0.2 232.3:0.3 238.3:0.2 245.3:0.2 246.3:0.3 247:0.3 353.4:0.2 395.2:100 396.2:22.4 397.2:8.1 410.1:1.2	8	Y	"7,686"	x-11440	NA	NA	NA	NA
M32758	X-11441	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32758	331.1	3.78	97.1:0.2 99.1:0.4 122.2:0.4 126.2:0.2 134.2:0.2 136.2:0.4 141.1:0.3 146.2:0.1 148.2:0.2 150.2:0.1 152.2:1.6 159.3:0.2 161.2:0.2 162.1:0.2 163.1:0.1 164.2:1 166.1:0.1 172.2:0.1 173.2:0.2 174.3:0.1 176.2:0.2 186.2:0.3 187.2:0.8 188.3:1.2 189:9.9 190.2:4.6 191.1:0.5 192.2:0.3 201.2:0.1 202.2:0.3 203.2:2 204.2:0.1 205.1:0.1 206.6:0.2 208.1:0.3 213.2:0.6 214.2:0.3 215.2:1 216.2:0.5 217.2:0.5 218.2:0.1 219.2:0.2 224.2:13.8 225.1:3.5 226.1:0.3 227.2:0.6 228.2:1 229.2:0.5 231.1:96.2 232.2:0.9 237.2:0.1 241.1:3 243.2:0.4 244.3:0.6 245.2:3.6 246.2:0.2 251.1:0.2 252.9:0.3 254.2:0.3 255.2:0.3 257:0.1 258.2:0.2 259.2:0.5 260.2:0.2 265:0.9 266:0.1 267.1:0.1 269.1:100 270.2:1.8 271.2:1.3 272.2:4.2 284.2:0.2 285.2:0.5 287.1:49.4 288.2:0.9 289.2:0.7 290.3:0.2 291.1:0.3 292.2:0.1 295.2:0.3 297.1:0.7 298.1:0.2 299:0.2 303.4:0.1 304.3:0.4 305:0.1 307.7:0.3 308.2:0.2 309.1:0.1 311:0.7 312:0.4 313.1:62.2 314.2:0.8 316.2:0.3 317.2:0.2 321.1:0.1 322:0.1 324.2:0.2 331.3:0.2 351.2:1.4 352.2:0.3 353.3:0.3 471.1:12 472.1:2.8 473.1:1.4 474.2:0.2 475.1:0.2 487:0.1 563:0.3 564.2:0.2 617:0.2	10.9	Y	"7,072"	x-11441	NA	NA	NA	NA
M32759	X-11442	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32759	331.1	3.91	99.2:0.2 122.2:0.6 126.2:0.3 134.2:0.7 136.2:0.3 141.1:0.3 146.2:0.1 148.1:0.2 150.2:0.2 152.2:0.8 161.2:0.2 164.2:2.2 174.2:0.1 176.2:0.2 184.2:0.1 187.2:0.2 188.2:0.4 189.1:1.1 190.2:1.4 201.1:0.1 202.3:0.3 203.2:3 205.2:0.7 208.1:0.9 213.2:0.2 214.2:0.2 215.2:0.7 216.3:0.4 217.2:3.1 218.2:0.1 225:2 226:0.4 227.3:0.3 228.2:0.8 229.2:0.3 231.1:100 232.2:2.3 238.2:0.8 239.1:0.3 241.1:1.9 243.1:0.2 244.4:0.4 245.2:1.9 246.2:0.1 252.1:0.2 255.2:0.2 259.1:1.2 260.2:0.2 269.1:61.4 270.2:1.3 271.2:0.6 272.2:3.6 274.1:0.2 285.6:0.2 287.1:21.2 288.2:1 289.2:0.6 291:0.1 298.1:0.3 299.1:0.2 308:0.3 309.2:0.3 311.1:0.5 313.1:52.8 314.2:0.6 317.1:0.2 331.2:0.2 353.1:0.2 473.2:1 474.1:0.3	9	Y	"7,142"	x-11442	NA	NA	NA	NA
M32761	X-11444	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32761	541.2	3.99	157.1:1 175.1:1.1 176:0.7 241:1.2 271.3:0.4 279.2:0.6 281.3:0.3 283.2:0.8 287.3:0.4 289.2:0.9 291.3:0.7 298.2:2 299.2:1.1 300.2:0.7 301.3:3.7 302.3:1.1 305.3:0.6 306.3:0.5 307.2:1.4 308.3:0.7 315.3:0.5 317.3:3.4 318.3:1 319.3:0.7 320.3:0.5 329.2:0.7 330.4:0.7 332.5:0.5 333.3:0.6 335.3:12.3 336.3:2.2 345.3:0.6 347.3:1.8 348.3:0.6 357:0.6 358.2:0.6 359.4:0.8 360.3:0.5 361.2:0.7 363.3:1.3 364.2:0.7 365.3:0.7 366.4:0.4 371.3:0.7 372.3:0.5 373.3:0.5 374.2:0.5 375.1:0.6 376.2:0.4 377.2:2 378.3:0.5 379:0.4 386.7:0.7 387.4:0.4 389.3:1.6 390.3:0.8 391.3:1 392.1:0.5 393.3:1.6 394.2:0.7 400.9:2 401.5:0.8 402.1:0.3 403.2:0.5 404.2:0.7 405.3:2.8 406.3:0.7 413.3:1 415.2:2.2 416.3:0.9 417.3:0.7 418.3:0.6 419.2:0.6 423.3:6.4 424.3:1.6 427.2:0.5 428.4:0.4 431.3:0.3 432.4:1 433.3:0.3 434.1:0.9 435.2:1 436.9:7 443.4:0.7 446.1:1 447.3:0.6 448:1.1 449.3:12.3 450.3:2.9 451.2:1.2 452.2:0.7 455.1:0.5 456.9:0.5 459.3:0.7 460.3:1 461.3:1.9 462.3:0.7 463.3:1.9 464.1:0.7 465.2:0.5 466.2:0.4 471.2:0.5 472.1:0.5 472.9:0.6 475.1:0.9 477.3:0.5 478.3:0.8 479:1 480.2:0.8 481.2:19.9 482.3:4.9 482.9:0.5 484.9:0.8 485.9:0.5 487:0.7 489.8:1 492:0.9 493.2:18.1 494.3:4.7 494.9:0.6 495.4:0.9 496.1:1.4 496.9:7.2 497.9:1.2 500.5:1 501:0.9 502:0.8 503:0.7 504.1:0.5 505.2:2.4 506.2:0.8 508.4:0.5 509:1.5 509.8:1.8 510.4:5.9 511.2:86.5 512.3:24.2 513.6:0.7 514.5:1.8 515.5:1 516.4:0.5 517.7:0.9 518.2:1.2 519.1:1.6 519.8:0.7 520.4:0.6 521:0.7 522.1:3.4 523.2:100 524.3:26.5 525.2:1.1 526:0.7 527.2:0.7 527.9:0.7 529:0.5 531.7:0.8 542.8:0.6 578.8:0.7 612.9:0.6 648.9:0.9 684.8:0.5 718.7:0.9 766.7:0.5 824.8:0.5 860.7:0.4 1018.5:0.7 1019.9:0.5	8.1	Y	"7,758"	x-11444	NA	NA	NA	NA
M32769	X-11452	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		10.8	Y	"6,519"	x-11452	NA	NA	NA	NA
M32786	X-11469	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	32786	239.1	3.82	89.2:0.1 102.2:0.2 104.2:0.1 111.1:0.3 117.1:0.1 119.2:0.7 123.2:0.1 133.1:0.3 135.2:0.2 149.1:0.1 151.2:0.2 163.1:4.1 165.2:0.2 177.2:0.5 179.1:100 180.1:5.3 181.2:0.1 182.1:0.1 183.1:0.3 193.1:55 194.1:3.1 195.1:1 196.1:0.2 197.1:0.2 203.2:0.2 206:0.7 207:2.8 208:2.4 209.1:0.9 210.1:0.4 211.1:0.3 219.1:0.3 221:71.5 222:4.1 223.1:0.2 224.1:0.3 225.1:0.4 226:0.3 239.1:0.2	38.2	Y	"7,779"	x-11469	NA	NA	NA	NA
M32787	X-11470	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32787	525.2	4.16	157.1:2.8 158.2:1.1 175.1:1.6 193.3:0.8 225:0.9 237:0.9 245.3:0.9 247.1:0.8 257.2:1.1 267.2:0.5 273:0.8 279.2:0.9 280.6:1.1 283.8:0.9 290.5:0.8 294.5:0.5 295.3:1.2 296.3:0.9 299.2:0.9 301.3:1.3 304.4:1.1 307.1:0.8 311.3:0.9 313.3:1.9 329.2:1.1 331.2:5.1 332.4:1.7 334.2:0.8 335.4:1.2 343.2:1.1 345.1:0.8 347.4:1.5 348.2:1.2 349.3:12.5 350.3:3.1 353.3:0.9 355.5:1.1 357.3:0.8 359.2:0.9 361.3:1.1 362.2:0.8 363.3:1.1 365.3:0.8 368.2:1.1 373.2:1.3 374.3:0.9 375.4:0.8 377.3:2 378.4:0.8 385.4:2.3 386.4:0.8 387.4:0.9 389.3:1.1 390.4:1.2 391.3:4.3 392.3:1.5 400.9:5.2 401.9:1.9 403.3:4 404.3:1.3 405.2:0.9 407.3:8.9 408.3:3 409.6:1.1 410.3:0.8 417:2.6 417.7:1.9 418.3:1.1 419.2:7.6 420.3:1.7 421.1:1.7 427.4:1.6 428.3:1.9 429.3:1.1 431.4:1.6 432.1:1.6 432.6:0.8 436.8:2 437.4:0.5 438.3:0.8 440.9:1.2 441.9:1.5 444.4:1.9 445.3:2.6 446.3:3 447.2:0.8 449.2:3 450.4:1.3 453:1.2 454.8:0.8 455.9:0.8 457:1.3 457.9:1.2 458.8:0.8 461.1:0.8 462.3:1.6 463.2:4.4 464.4:2.1 465.3:7.4 466.3:3 467.1:0.9 468.9:1.2 471.9:1.7 472.6:1.9 478.1:0.5 479.1:1.3 480:1.3 480.7:4.8 481.2:3 482.1:3.1 483.1:2 484.9:10.3 485.9:2.8 486.8:3.4 487.3:0.7 489.4:1.1 491.9:0.9 492.9:1.5 493.4:2.6 494.1:2.6 494.7:2.1 496.4:2.6 497.5:2.4 498.9:1.3 501.5:1.6 502.1:2.1 502.7:3.9 503.7:2.3 504.8:1.3 505.7:2.1 506.6:6.2 507.2:100 508.3:25.2 509.3:0.8 510.3:0.7 511.1:1.6 512:1.1 513.1:0.9 513.8:1.1 514.9:1.1 515.9:1.5 517:1.6 524:1.2 525.5:1.7 542.8:1.2 612.8:2.3 613.7:1.1 614.8:0.9 648.9:1.6 650.8:1.6 652.9:1.3 718.8:0.9 719.8:1.3 754.8:1.1 758.7:0.9 824.7:1.1 930.8:1.6 932.7:1.1 979.7:0.8 986.7:0.9	12	Y	"7,271"	x-11470	NA	NA	NA	NA
M32795	X-11478	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32795	165.2	4.3	121.1:100 122.2:6.6	16.8	Y	"6,593"	x-11478	NA	NA	NA	NA
M32800	X-11483	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		12.5	Y	"4,608"	x-11483	NA	NA	NA	NA
M32802	X-11485	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		20.2	Y	"4,544"	x-11485	NA	NA	NA	NA
